ns_month,project,neighbourhood,apt_status,visit_type,count
2026-03,Dey and Bergen,Harrison Polygon,LEAD,Subscription,1
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,Subscription,1
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,FROZEN,Subscription,2
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,LEAD,Subscription,3
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,4
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,3
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,Subscription,8
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,One-time,2
2026-03,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,Subscription,1
2026-03,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-03,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-03,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,Subscription,5
2026-03,Flamingo South Beach,Miami Beach Polygon,CHURN,Subscription,7
2026-03,Flamingo South Beach,Miami Beach Polygon,LEAD,Subscription,1
2026-03,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,3
2026-03,Flamingo South Beach,Miami Beach Polygon,WARM_LEAD,Subscription,2
2026-03,Gindi 1,Unknown,CHURN,One-time,18
2026-03,Gindi 2,Unknown,CHURN,One-time,4
2026-03,Gindi 2,Unknown,CHURN,Subscription,2
2026-03,Gindi 3,Unknown,CHURN,One-time,5
2026-03,Gindi 3,Unknown,CHURN,Subscription,7
2026-03,Gindi 3,Unknown,TRIAL,One-time,2
2026-03,Gindi 3,Unknown,TRIAL,Subscription,1
2026-03,Gindi 4,Unknown,COLD_LEAD,One-time,4
2026-03,Gindi 4,Unknown,COLD_LEAD,Subscription,1
2026-03,Grove Central Residences,Floating Miami,LEAD,Subscription,1
2026-03,John Street 116,Financial District Polygon,CHURN,One-time,1
2026-03,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-03,Key Colony 3 Emeraldbay,The Ocean Club Polygon,WARM_LEAD,Subscription,1
2026-03,Lake Tower,The Ocean Club Polygon,TRIAL,One-time,2
2026-03,Lake Tower,The Ocean Club Polygon,TRIAL,Subscription,1
2026-03,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,One-time,1
2026-03,Midtown 5,Floating Miami,TRIAL,One-time,3
2026-03,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,1
2026-03,Plank Road,Boerum Hill Polygon,TRIAL,One-time,2
2026-03,River Place,Hell's Kitchen Polygon,CHURN,Subscription,5
2026-03,River Place,Hell's Kitchen Polygon,FREEMIUM,Subscription,2
2026-03,River Place,Hell's Kitchen Polygon,LEAD,Subscription,2
2026-03,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,7
2026-03,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,2
2026-03,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,26
2026-03,River Place,Hell's Kitchen Polygon,WARM_LEAD,Subscription,1
2026-03,Silver Towers,Hell's Kitchen Polygon,LEAD,One-time,3
2026-03,Silver Towers,Hell's Kitchen Polygon,LEAD,Subscription,7
2026-03,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,49
2026-03,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,16
2026-03,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,14
2026-03,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-03,Silver Towers,Hell's Kitchen Polygon,TRIAL,One-time,1
2026-03,Southgate Towers,Miami Beach Polygon,CHURN,Subscription,3
2026-03,Southgate Towers,Miami Beach Polygon,LEAD,Subscription,3
2026-03,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,3
2026-03,The Addison,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,One-time,8
2026-03,The Boulevard,Floating Miami,LEAD,One-time,11
2026-03,The Boulevard,Floating Miami,LEAD,Subscription,7
2026-03,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,One-time,16
2026-03,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,Subscription,10
2026-03,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,One-time,4
2026-03,The Boulevard,Floating Miami,TRIAL,One-time,5
2026-03,The Boulevard,Floating Miami,TRIAL,Subscription,4
2026-03,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-03,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-03,The Enclave,Hoboken Polygon,FREEMIUM,One-time,1
2026-03,The Enclave,Hoboken Polygon,FREEMIUM,Subscription,5
2026-03,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-03,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,Subscription,4
2026-03,The Kestrel,Floating NY 2,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-03,The Vitagraph,Floating NY 2,CHURN,Subscription,1
2026-03,Union Channel ,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,One-time,2
2026-03,Union Channel ,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-03,Union Channel ,Boerum Hill Polygon,TRIAL,One-time,7
2026-03,Union Channel ,Boerum Hill Polygon,TRIAL,Subscription,4
2026-03,Watermarc at Biscayne Bay,Edgeater Polygon,LEAD,Subscription,2
2026-03,Watermarc at Biscayne Bay,Edgeater Polygon,WARM_LEAD,Subscription,2
2026-03,Woodside Central,Floating NY 1,FREEMIUM,One-time,1
2026-03,Woodside Central,Floating NY 1,LEAD,Subscription,1
2026-03,Woodside Central,Floating NY 1,WARM_LEAD,One-time,1
2026-04,100 House,Hoboken Polygon,LEAD,Subscription,1
2026-04,1800 North Bayshore Drive,Edgeater Polygon,LEAD,Subscription,12
2026-04,2000 Biscayne,Edgeater Polygon,LEAD,One-time,1
2026-04,2000 Biscayne,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,One-time,19
2026-04,2000 Biscayne,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,14
2026-04,2000 Biscayne,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,2000 Biscayne,Edgeater Polygon,TRIAL,One-time,3
2026-04,2000 Biscayne,Edgeater Polygon,TRIAL,Subscription,1
2026-04,2000 Biscayne,Edgeater Polygon,WARM_LEAD,One-time,2
2026-04,2000 Biscayne,Edgeater Polygon,WARM_LEAD,Subscription,2
2026-04,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,3
2026-04,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-04,250 E Houston,Floating NY 2,RECURRING_SUBSCRIPTION,One-time,1
2026-04,250 E Houston,Floating NY 2,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,250 E Houston,Floating NY 2,TRIAL,One-time,3
2026-04,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-04,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,One-time,12
2026-04,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,Subscription,5
2026-04,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,One-time,11
2026-04,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,4
2026-04,345 Baldwin Avenue,Floating Jersey,TRIAL,One-time,5
2026-04,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,One-time,1
2026-04,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,Subscription,1
2026-04,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,Subscription,8
2026-04,420 Kent Avenue,Williamsburg Polygon,LEAD,One-time,6
2026-04,420 Kent Avenue,Williamsburg Polygon,LEAD,Subscription,6
2026-04,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-04,420 Kent Avenue,Williamsburg Polygon,WARM_LEAD,Subscription,2
2026-04,535 W 43rd Street,Hell's Kitchen Polygon,LEAD,One-time,2
2026-04,535 W 43rd Street,Hell's Kitchen Polygon,LEAD,Subscription,4
2026-04,535 W 43rd Street,Hell's Kitchen Polygon,WARM_LEAD,Subscription,1
2026-04,561 10th Avenue,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,655 Union,Boerum Hill Polygon,LEAD,Subscription,2
2026-04,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-04,655 Union,Boerum Hill Polygon,WARM_LEAD,One-time,5
2026-04,655 Union,Boerum Hill Polygon,WARM_LEAD,Subscription,5
2026-04,66 Rockwell Place,Brooklyn Heights Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-04,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,One-time,2
2026-04,66 Rockwell Place,Brooklyn Heights Polygon,TRIAL,Subscription,3
2026-04,829 Garfield,Floating Jersey,LEAD,One-time,1
2026-04,829 Garfield,Floating Jersey,LEAD,Subscription,1
2026-04,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,Alta,Floating NY 1,LEAD,One-time,3
2026-04,Alta,Floating NY 1,LEAD,Subscription,1
2026-04,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,One-time,2
2026-04,Alta,Floating NY 1,WARM_LEAD,One-time,1
2026-04,Azrieli TLV,Unknown,CHURN,Subscription,2
2026-04,Azrieli TLV,Unknown,WARM_LEAD,One-time,2
2026-04,Azrieli TLV,Unknown,WARM_LEAD,Subscription,4
2026-04,Bay Parc Apartments,Edgeater Polygon,CHURN,One-time,2
2026-04,Bay Parc Apartments,Edgeater Polygon,LEAD,One-time,1
2026-04,Bay Parc Apartments,Edgeater Polygon,LEAD,Subscription,1
2026-04,Bay Parc Apartments,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,One-time,2
2026-04,Bay Parc Apartments,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,3
2026-04,Bay Parc Apartments,Edgeater Polygon,RECURRING_SUBSCRIPTION,One-time,10
2026-04,Bay Parc Apartments,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,5
2026-04,Brooklyn Crossing,Boerum Hill Polygon,LEAD,One-time,1
2026-04,Cite On The Bay,Edgeater Polygon,WARM_LEAD,One-time,6
2026-04,Dey and Bergen,Harrison Polygon,LEAD,Subscription,1
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,FROZEN,Subscription,1
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,LEAD,One-time,1
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,LEAD,Subscription,2
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,9
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,9
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,Subscription,5
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,One-time,2
2026-04,Flamingo Point Center Tower,Miami Beach Polygon,WARM_LEAD,Subscription,9
2026-04,Flamingo Point North Tower,Miami Beach Polygon,LEAD,One-time,2
2026-04,Flamingo Point North Tower,Miami Beach Polygon,LEAD,Subscription,1
2026-04,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,6
2026-04,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,6
2026-04,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,Flamingo Point North Tower,Miami Beach Polygon,WARM_LEAD,Subscription,3
2026-04,Flamingo South Beach,Miami Beach Polygon,CHURN,Subscription,1
2026-04,Flamingo South Beach,Miami Beach Polygon,LEAD,Subscription,6
2026-04,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,Subscription,6
2026-04,Flamingo South Beach,Miami Beach Polygon,TRIAL,One-time,1
2026-04,Flamingo South Beach,Miami Beach Polygon,TRIAL,Subscription,1
2026-04,Flow Brickell,Flow Brickell Polygon,LEAD,One-time,15
2026-04,Flow Brickell,Flow Brickell Polygon,LEAD,Subscription,37
2026-04,Flow Brickell,Flow Brickell Polygon,RECURRING_SUBSCRIPTION,One-time,11
2026-04,Flow Brickell,Flow Brickell Polygon,RECURRING_SUBSCRIPTION,Subscription,34
2026-04,Flow Brickell,Flow Brickell Polygon,TRIAL,One-time,27
2026-04,Flow Brickell,Flow Brickell Polygon,TRIAL,Subscription,9
2026-04,Flow Brickell,Flow Brickell Polygon,WARM_LEAD,One-time,10
2026-04,Flow Brickell,Flow Brickell Polygon,WARM_LEAD,Subscription,12
2026-04,Flow Miami,Flow Brickell Polygon,LEAD,Subscription,1
2026-04,Gindi 1,Unknown,CHURN,Subscription,1
2026-04,Gindi 1,Unknown,LEAD,Subscription,1
2026-04,Gindi 1,Unknown,TRIAL,One-time,1
2026-04,Gindi 1,Unknown,TRIAL,Subscription,2
2026-04,Gindi 2,Unknown,WARM_LEAD,One-time,1
2026-04,Gindi 2,Unknown,WARM_LEAD,Subscription,1
2026-04,Gindi 4,Unknown,CHURN,One-time,1
2026-04,Gindi 4,Unknown,CHURN,Subscription,7
2026-04,Grove Central Residences,Floating Miami,WARM_LEAD,One-time,1
2026-04,HaHehad,Unknown,CHURN,Subscription,2
2026-04,John Street 116,Financial District Polygon,WARM_LEAD,Subscription,13
2026-04,Key Colony 1 Tidemark,The Ocean Club Polygon,LEAD,One-time,2
2026-04,Key Colony 1 Tidemark,The Ocean Club Polygon,LEAD,Subscription,3
2026-04,Key Colony 3 Emeraldbay,The Ocean Club Polygon,LEAD,One-time,2
2026-04,Lake Tower,The Ocean Club Polygon,TRIAL,One-time,1
2026-04,Lake Tower,The Ocean Club Polygon,TRIAL,Subscription,1
2026-04,Livana East Hanover,Chatham / West Orange Polygon,LEAD,One-time,1
2026-04,Livana East Hanover,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,Midtown 5,Floating Miami,CHURN,One-time,1
2026-04,Midtown 5,Floating Miami,LEAD,One-time,7
2026-04,Midtown 5,Floating Miami,LEAD,Subscription,4
2026-04,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,One-time,2
2026-04,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,Subscription,15
2026-04,Midtown 5,Floating Miami,TRIAL,One-time,11
2026-04,Midtown 5,Floating Miami,TRIAL,Subscription,14
2026-04,Nine 52,Hell's Kitchen Polygon,FREEMIUM,One-time,1
2026-04,Nine 52,Hell's Kitchen Polygon,LEAD,Subscription,1
2026-04,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,6
2026-04,Oliver on the Hudson,Floating Jersey,CHURN,One-time,2
2026-04,Oliver on the Hudson,Floating Jersey,CHURN,Subscription,1
2026-04,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,One-time,3
2026-04,Oliver on the Hudson,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,Oliver on the Hudson,Floating Jersey,TRIAL,One-time,1
2026-04,Oliver on the Hudson,Floating Jersey,WARM_LEAD,One-time,15
2026-04,Oliver on the Hudson,Floating Jersey,WARM_LEAD,Subscription,5
2026-04,One Harrison,Harrison Polygon,LEAD,Subscription,1
2026-04,One Harrison,Harrison Polygon,TRIAL,Subscription,1
2026-04,One Ten,Hoboken Polygon,FREEMIUM,Subscription,1
2026-04,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,One Ten,Hoboken Polygon,WARM_LEAD,Subscription,1
2026-04,Opera Tower,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-04,Plank Road,Boerum Hill Polygon,LEAD,Subscription,2
2026-04,Plank Road,Boerum Hill Polygon,TRIAL,Subscription,1
2026-04,River Place,Hell's Kitchen Polygon,CHURN,Subscription,1
2026-04,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,5
2026-04,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,16
2026-04,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,13
2026-04,River Place,Hell's Kitchen Polygon,TRIAL,Subscription,1
2026-04,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,One-time,1
2026-04,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,Subscription,4
2026-04,Silver Towers,Hell's Kitchen Polygon,LEAD,Subscription,2
2026-04,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,2
2026-04,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,5
2026-04,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,Subscription,4
2026-04,Southgate Towers,Miami Beach Polygon,CHURN,One-time,1
2026-04,Southgate Towers,Miami Beach Polygon,LEAD,One-time,3
2026-04,Southgate Towers,Miami Beach Polygon,LEAD,Subscription,1
2026-04,Southgate Towers,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,One-time,2
2026-04,Southgate Towers,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,2
2026-04,Southgate Towers,Miami Beach Polygon,WARM_LEAD,One-time,1
2026-04,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,2
2026-04,The Bergen,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,One-time,6
2026-04,The Bergen,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,Subscription,17
2026-04,The Bergen,Boerum Hill Polygon,WARM_LEAD,One-time,1
2026-04,The Boulevard,Floating Miami,LEAD,One-time,8
2026-04,The Boulevard,Floating Miami,LEAD,Subscription,2
2026-04,The Boulevard,Floating Miami,TRIAL,One-time,1
2026-04,The Boulevard,Floating Miami,TRIAL,Subscription,1
2026-04,The Boulevard,Floating Miami,WARM_LEAD,Subscription,1
2026-04,The Buchanan,Floating NY 1,LEAD,Subscription,2
2026-04,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,One-time,1
2026-04,The Buchanan,Floating NY 1,WARM_LEAD,One-time,2
2026-04,The Buchanan,Floating NY 1,WARM_LEAD,Subscription,1
2026-04,The Devan,Hoboken Polygon,LEAD,One-time,3
2026-04,The Devan,Hoboken Polygon,LEAD,Subscription,1
2026-04,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,One-time,4
2026-04,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,The Devan,Hoboken Polygon,WARM_LEAD,Subscription,4
2026-04,The Dime,Williamsburg Polygon,LEAD,One-time,2
2026-04,The Dime,Williamsburg Polygon,LEAD,Subscription,5
2026-04,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-04,The Ivy,Chatham / West Orange Polygon,CHURN,Subscription,3
2026-04,The Ivy,Chatham / West Orange Polygon,FREEMIUM,One-time,1
2026-04,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,Subscription,8
2026-04,The Ivy,Chatham / West Orange Polygon,WARM_LEAD,Subscription,3
2026-04,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-04,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,5
2026-04,The Landon,Hell's Kitchen Polygon,WARM_LEAD,Subscription,1
2026-04,Union Channel ,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,LEAD,One-time,4
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,LEAD,Subscription,10
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,RECURRING_SUBSCRIPTION,One-time,3
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,3
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,TRIAL,Subscription,5
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,WARM_LEAD,One-time,9
2026-04,Watermarc at Biscayne Bay,Edgeater Polygon,WARM_LEAD,Subscription,5
2026-04,Waters Edge,Harrison Polygon,WARM_LEAD,Subscription,3
2026-04,Woodside Central,Floating NY 1,FREEMIUM,Subscription,1
2026-04,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-04,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-04,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,One-time,1
2026-04,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,Subscription,3
2026-04,Woodside Central,Floating NY 1,TRIAL,One-time,3
2026-05,100 House,Hoboken Polygon,WARM_LEAD,One-time,14
2026-05,100 House,Hoboken Polygon,WARM_LEAD,Subscription,12
2026-05,1800 North Bayshore Drive,Edgeater Polygon,WARM_LEAD,One-time,2
2026-05,1800 North Bayshore Drive,Edgeater Polygon,WARM_LEAD,Subscription,1
2026-05,1 River Place,Hell's Kitchen Polygon,LEAD,One-time,2
2026-05,1 River Place,Hell's Kitchen Polygon,LEAD,Subscription,2
2026-05,1 River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-05,1 River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,20
2026-05,1 River Place,Hell's Kitchen Polygon,WARM_LEAD,One-time,1
2026-05,1 River Place,Hell's Kitchen Polygon,WARM_LEAD,Subscription,3
2026-05,2000 Biscayne,Edgeater Polygon,LEAD,Subscription,6
2026-05,2000 Biscayne,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,1
2026-05,2000 Biscayne,Edgeater Polygon,TRIAL,One-time,3
2026-05,2000 Biscayne,Edgeater Polygon,TRIAL,Subscription,2
2026-05,2000 Biscayne,Edgeater Polygon,WARM_LEAD,One-time,1
2026-05,2000 Biscayne,Edgeater Polygon,WARM_LEAD,Subscription,3
2026-05,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,2
2026-05,20 Broad Street,Hell's Kitchen Polygon,FREEMIUM,One-time,1
2026-05,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-05,300 Somerset,Harrison Polygon,WARM_LEAD,One-time,1
2026-05,300 Somerset,Harrison Polygon,WARM_LEAD,Subscription,4
2026-05,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,Subscription,6
2026-05,330 Angelo Cifelli,Harrison Polygon,WARM_LEAD,Subscription,3
2026-05,330W-56th,Hell's Kitchen Polygon,FREEMIUM,One-time,2
2026-05,330W-56th,Hell's Kitchen Polygon,FREEMIUM,Subscription,1
2026-05,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,One-time,1
2026-05,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,Subscription,2
2026-05,345 Baldwin Avenue,Floating Jersey,TRIAL,One-time,2
2026-05,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,One-time,4
2026-05,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,Subscription,3
2026-05,416 Kent Avenue,Williamsburg Polygon,LEAD,Subscription,2
2026-05,416 Kent Avenue,Williamsburg Polygon,WARM_LEAD,Subscription,1
2026-05,420 Kent Avenue,Williamsburg Polygon,LEAD,Subscription,1
2026-05,420 Kent Avenue,Williamsburg Polygon,WARM_LEAD,Subscription,2
2026-05,535 W 43rd Street,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,One-time,4
2026-05,655 Union,Boerum Hill Polygon,WARM_LEAD,One-time,1
2026-05,655 Union,Boerum Hill Polygon,WARM_LEAD,Subscription,1
2026-05,829 Garfield,Floating Jersey,LEAD,One-time,4
2026-05,829 Garfield,Floating Jersey,LEAD,Subscription,2
2026-05,Agnes,Floating Jersey,LEAD,One-time,4
2026-05,Agnes,Floating Jersey,LEAD,Subscription,5
2026-05,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-05,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,One-time,4
2026-05,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,Subscription,1
2026-05,Alta,Floating NY 1,LEAD,Subscription,13
2026-05,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,Subscription,3
2026-05,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,One-time,1
2026-05,Alta,Floating NY 1,TRIAL,One-time,1
2026-05,Alta,Floating NY 1,WARM_LEAD,Subscription,2
2026-05,Azrieli TLV,Unknown,CHURN,One-time,3
2026-05,Azrieli TLV,Unknown,CHURN,Subscription,5
2026-05,Azrieli TLV,Unknown,COLD_LEAD,One-time,4
2026-05,Azrieli TLV,Unknown,COLD_LEAD,Subscription,3
2026-05,Azrieli TLV,Unknown,LEAD,One-time,3
2026-05,Azrieli TLV,Unknown,LEAD,Subscription,1
2026-05,Bay Parc Apartments,Edgeater Polygon,LEAD,One-time,19
2026-05,Bay Parc Apartments,Edgeater Polygon,LEAD,Subscription,9
2026-05,Bay Parc Apartments,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,One-time,3
2026-05,Bay Parc Apartments,Edgeater Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,1
2026-05,Bay Parc Apartments,Edgeater Polygon,RECURRING_SUBSCRIPTION,One-time,4
2026-05,Bay Parc Apartments,Edgeater Polygon,RECURRING_SUBSCRIPTION,Subscription,10
2026-05,Bay Parc Apartments,Edgeater Polygon,TRIAL,One-time,2
2026-05,Bay Parc Apartments,Edgeater Polygon,TRIAL,Subscription,3
2026-05,Bay Parc Apartments,Edgeater Polygon,WARM_LEAD,Subscription,3
2026-05,Brooklyn Crossing,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,One-time,1
2026-05,Cite On The Bay,Edgeater Polygon,WARM_LEAD,One-time,1
2026-05,Cite On The Bay,Edgeater Polygon,WARM_LEAD,Subscription,2
2026-05,Dey and Bergen,Harrison Polygon,LEAD,One-time,2
2026-05,Dey and Bergen,Harrison Polygon,LEAD,Subscription,1
2026-05,Dey and Bergen,Harrison Polygon,WARM_LEAD,Subscription,5
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,LEAD,One-time,6
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,LEAD,Subscription,14
2026-05,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,Subscription,5
