visit_month,project,neighbourhood,apt_status,avg_tasks_per_visit,avg_visit_price,chore_count,total_amount
2025-03,Silver Towers,Hell's Kitchen Polygon,TRIAL,4.67,69.14,28,824.33
2025-03,Stonehill,Chatham / West Orange Polygon,CHURN,6.25,97.71,75,2293.59
2025-03,Stonehill,Chatham / West Orange Polygon,FREEMIUM,5.5,60.45,11,392.21
2025-03,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,5.2,47.38,26,821.99
2025-03,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5.27,77.86,58,1728.35
2025-03,Stonehill,Chatham / West Orange Polygon,TRIAL,4.89,48.82,44,1458.99
2025-03,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-03,The Dime,Williamsburg Polygon,CHURN,4.33,94.15,39,1148.94
2025-03,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,8.0,107.0,8,227.11
2025-03,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,7.0,98.86,14,424.97
2025-03,The Eddy,Harrison Polygon,CHURN,2.73,25.2,30,979.55
2025-03,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,24,681.33
2025-03,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,6.57,128.3,46,1307.8
2025-03,The Eddy,Harrison Polygon,TRIAL,8.0,0.0,8,227.11
2025-03,The Enclave,Hoboken Polygon,CHURN,6.0,145.71,24,737.62
2025-03,The Enclave,Hoboken Polygon,FREEMIUM,2.0,20.0,2,24.7
2025-03,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4.0,58.8,20,731.9
2025-03,The Enclave,Hoboken Polygon,TRIAL,8.0,101.0,16,454.22
2025-03,The Ivy,Chatham / West Orange Polygon,CHURN,5.87,99.97,135,3882.58
2025-03,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,8.0,63.6,40,1135.55
2025-03,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5.77,117.28,75,2360.41
2025-03,The Ivy,Chatham / West Orange Polygon,TRIAL,8.0,0.0,16,454.22
2025-04,100 House,Hoboken Polygon,CHURN,6.36,66.74,70,2197.52
2025-04,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,6.56,46.24,59,1670.76
2025-04,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7.75,105.35,93,2692.56
2025-04,100 House,Hoboken Polygon,TRIAL,8.0,46.5,16,454.22
2025-04,1 Boerum PL,Floating NY 2,CHURN,3.86,27.56,27,745.03
2025-04,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2.75,63.82,11,403.0
2025-04,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,3.69,75.46,48,1489.93
2025-04,1 Boerum PL,Floating NY 2,WARM_LEAD,7.6,52.68,38,1077.05
2025-04,300 Somerset,Harrison Polygon,CHURN,2.92,37.26,38,1336.66
2025-04,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,4.0,4.5,12,370.11
2025-04,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3.5,7.71,14,441.61
2025-04,300 Somerset,Harrison Polygon,TRIAL,3.0,0.0,6,166.4
2025-04,330 Angelo Cifelli,Harrison Polygon,CHURN,4.57,47.06,64,1913.6
2025-04,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,8,227.11
2025-04,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,2.18,30.25,24,850.85
2025-04,330 Angelo Cifelli,Harrison Polygon,TRIAL,6.0,1.22,18,478.92
2025-04,330W-56th,Hell's Kitchen Polygon,FREEMIUM,2.0,13.0,2,24.7
2025-04,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.0,41.54,48,1237.08
2025-04,330W-56th,Hell's Kitchen Polygon,TRIAL,3.0,0.0,3,130.0
2025-04,655 Union,Boerum Hill Polygon,CHURN,5.2,68.56,26,707.33
2025-04,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,8.0,59.2,40,1135.55
2025-04,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,8.0,0.0,16,454.22
2025-04,655 Union,Boerum Hill Polygon,TRIAL,6.0,71.89,18,615.81
2025-04,Agnes,Floating Jersey,CHURN,6.14,85.16,43,1236.43
2025-04,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,3.0,72.0,3,130.0
2025-04,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,8.33,70.4,25,710.58
2025-04,Agnes,Floating Jersey,WARM_LEAD,8.0,0.0,8,227.11
2025-04,Azrieli TLV,Unknown,CHURN,5.81,71.95,639,19030.31
2025-04,Azrieli TLV,Unknown,TRIAL,4.43,39.61,31,908.83
2025-04,Gindi 1,Unknown,CHURN,4.31,54.21,789,23388.17
2025-04,Gindi 1,Unknown,TRIAL,5.43,5.23,38,1328.86
2025-04,Gindi 2,Unknown,CHURN,5.51,69.16,303,8661.25
2025-04,Gindi 2,Unknown,TRIAL,6.2,70.08,31,976.43
2025-04,Gindi 3,Unknown,CHURN,4.95,74.02,896,24342.24
2025-04,Gindi 3,Unknown,COLD_LEAD,10.0,0.0,20,629.72
2025-04,Gindi 3,Unknown,TRIAL,3.25,7.9,13,403.0
2025-04,Gindi 4,Unknown,CHURN,5.95,49.08,113,3219.19
2025-04,HaHehad,Unknown,CHURN,6.66,25.5,293,8714.42
2025-04,HaHehad,Unknown,TRIAL,4.0,2.01,12,407.55
2025-04,John Street 116,Financial District Polygon,CHURN,6.39,73.94,115,3242.07
2025-04,John Street 116,Financial District Polygon,FREEMIUM,8.0,105.0,8,227.11
2025-04,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6.2,96.16,62,1677.91
2025-04,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6.0,98.11,36,934.44
2025-04,Nine 52,Hell's Kitchen Polygon,CHURN,6.67,42.8,20,622.83
2025-04,Nine 52,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,6.0,0.0,12,395.72
2025-04,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.63,98.03,37,1168.7
2025-04,Nine 52,Hell's Kitchen Polygon,TRIAL,7.0,0.0,21,648.57
2025-04,One Ten,Hoboken Polygon,CHURN,5.2,43.69,26,910.91
2025-04,One Ten,Hoboken Polygon,FREEMIUM,8.0,0.0,32,908.44
2025-04,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,5.0,69.0,5,186.16
2025-04,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.8,86.56,68,2096.77
2025-04,One Ten,Hoboken Polygon,TRIAL,8.0,0.0,8,227.11
2025-04,River Place,Hell's Kitchen Polygon,CHURN,4.94,50.9,257,7450.3
2025-04,River Place,Hell's Kitchen Polygon,FREEMIUM,2.18,15.64,194,5496.27
2025-04,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,4.32,35.24,307,8685.04
2025-04,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.85,66.34,160,4546.1
2025-04,River Place,Hell's Kitchen Polygon,TRIAL,3.53,6.87,60,1709.24
2025-04,River Place,Hell's Kitchen Polygon,WARM_LEAD,3.0,0.0,3,130.0
2025-04,Silver Towers,Hell's Kitchen Polygon,CHURN,4.67,63.35,528,14658.28
2025-04,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2.21,13.54,426,11440.52
2025-04,Silver Towers,Hell's Kitchen Polygon,FROZEN,5.67,98.18,17,467.22
2025-04,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,2.96,48.01,228,6702.02
2025-04,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.55,108.55,655,18173.48
2025-04,Silver Towers,Hell's Kitchen Polygon,TRIAL,3.13,7.29,50,1352.13
2025-04,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,2.43,21.09,34,733.07
2025-04,Stonehill,Chatham / West Orange Polygon,CHURN,5.57,67.46,78,2392.13
2025-04,Stonehill,Chatham / West Orange Polygon,FREEMIUM,6.5,82.92,26,820.69
2025-04,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,6.67,70.5,20,648.57
2025-04,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,4.73,69.92,52,1572.74
2025-04,Stonehill,Chatham / West Orange Polygon,TRIAL,5.6,76.71,28,892.19
2025-04,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-04,The Devan,Hoboken Polygon,CHURN,6.0,73.67,18,435.63
2025-04,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.4,94.0,32,833.69
2025-04,The Devan,Hoboken Polygon,TRIAL,6.0,158.33,12,368.81
2025-04,The Dime,Williamsburg Polygon,CHURN,5.25,106.43,63,1830.27
2025-04,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,8.0,53.5,16,454.22
2025-04,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,7.0,98.86,14,424.97
2025-04,The Dime,Williamsburg Polygon,TRIAL,2.0,6.75,4,143.0
2025-04,The Eddy,Harrison Polygon,CHURN,2.39,11.42,55,1796.6
2025-04,The Eddy,Harrison Polygon,FREEMIUM,2.0,51.0,2,71.5
2025-04,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,16,454.22
2025-04,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,6.75,133.37,27,770.38
2025-04,The Enclave,Hoboken Polygon,CHURN,6.0,145.71,24,737.62
2025-04,The Enclave,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,5.0,84.0,5,194.35
2025-04,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,3.83,28.35,23,820.95
2025-04,The Enclave,Hoboken Polygon,TRIAL,8.0,101.0,16,454.22
2025-04,The Ivy,Chatham / West Orange Polygon,CHURN,6.04,77.92,151,4370.86
2025-04,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,8.0,63.6,40,1135.55
2025-04,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,6.67,135.36,80,2412.93
2025-05,100 House,Hoboken Polygon,CHURN,5.67,14.78,85,2650.83
2025-05,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,8.0,80.17,48,1362.66
2025-05,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.9,121.8,69,2011.23
2025-05,100 House,Hoboken Polygon,TRIAL,8.0,0.0,8,227.11
2025-05,1 Boerum PL,Floating NY 2,CHURN,3.4,47.29,17,595.01
2025-05,1 Boerum PL,Floating NY 2,FREEMIUM,1.0,70.0,1,13.0
2025-05,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2.5,49.0,5,131.3
2025-05,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,2.55,62.6,28,933.66
2025-05,1 Boerum PL,Floating NY 2,WARM_LEAD,7.5,0.0,30,849.94
2025-05,300 Somerset,Harrison Polygon,CHURN,2.63,21.24,50,1765.66
2025-05,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,3.0,59.56,18,578.76
2025-05,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3.5,68.86,14,441.61
2025-05,300 Somerset,Harrison Polygon,TRIAL,1.0,0.0,3,39.0
2025-05,300 Somerset,Harrison Polygon,WARM_LEAD,4.0,60.0,4,135.85
2025-05,330 Angelo Cifelli,Harrison Polygon,CHURN,4.87,45.4,73,2152.41
2025-05,330 Angelo Cifelli,Harrison Polygon,FREEMIUM,5.0,0.0,5,194.35
2025-05,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,107.0,8,227.11
2025-05,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,2.15,29.93,28,993.85
2025-05,330 Angelo Cifelli,Harrison Polygon,TRIAL,8.0,0.0,8,227.11
2025-05,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.1,58.1,51,1434.55
2025-05,330W-56th,Hell's Kitchen Polygon,TRIAL,3.0,0.0,3,130.0
2025-05,655 Union,Boerum Hill Polygon,CHURN,7.0,84.24,42,1166.1
2025-05,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,8.0,29.6,40,1135.55
2025-05,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,8.0,108.0,16,454.22
2025-05,655 Union,Boerum Hill Polygon,TRIAL,8.0,0.0,8,227.11
2025-05,Agnes,Floating Jersey,CHURN,5.43,71.79,38,1072.63
2025-05,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,4.0,70.0,4,71.5
2025-05,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,8.0,110.0,16,454.22
2025-05,Agnes,Floating Jersey,WARM_LEAD,8.0,0.0,8,227.11
2025-05,Azrieli TLV,Unknown,CHURN,5.57,65.25,607,18047.38
2025-05,Azrieli TLV,Unknown,TRIAL,5.5,75.01,44,1419.08
2025-05,Gindi 1,Unknown,CHURN,4.4,64.06,761,22029.41
2025-05,Gindi 1,Unknown,TRIAL,4.17,16.33,25,932.1
2025-05,Gindi 2,Unknown,CHURN,6.0,69.16,258,7305.48
2025-05,Gindi 2,Unknown,TRIAL,6.67,18.56,40,1197.69
2025-05,Gindi 3,Unknown,CHURN,5.1,85.35,780,21068.45
2025-05,Gindi 3,Unknown,COLD_LEAD,10.0,0.0,10,314.86
2025-05,Gindi 3,Unknown,TRIAL,5.17,32.77,31,1054.3
2025-05,Gindi 4,Unknown,CHURN,6.0,46.08,102,2856.23
2025-05,HaHehad,Unknown,CHURN,6.38,47.09,217,6548.1
2025-05,John Street 116,Financial District Polygon,CHURN,6.2,69.81,124,3452.93
2025-05,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,5.0,85.38,55,1511.9
2025-05,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6.5,90.62,52,1388.66
2025-05,John Street 116,Financial District Polygon,TRIAL,3.0,52.33,6,207.35
2025-05,Nine 52,Hell's Kitchen Polygon,CHURN,8.0,107.0,8,227.11
2025-05,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.57,97.25,32,1027.0
2025-05,One Ten,Hoboken Polygon,CHURN,5.0,61.04,25,881.66
2025-05,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2.0,46.0,2,71.5
2025-05,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.14,69.79,86,2731.43
2025-05,One Ten,Hoboken Polygon,TRIAL,8.0,63.0,16,454.22
2025-05,One Ten,Hoboken Polygon,WARM_LEAD,2.0,0.0,8,286.0
2025-05,River Place,Hell's Kitchen Polygon,CHURN,6.37,49.08,191,5731.05
2025-05,River Place,Hell's Kitchen Polygon,FREEMIUM,4.0,8.5,12,329.16
2025-05,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,4.84,54.05,155,4305.08
2025-05,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.92,66.87,154,4505.41
2025-05,River Place,Hell's Kitchen Polygon,TRIAL,6.5,34.94,78,2331.03
2025-05,River Place,Hell's Kitchen Polygon,WARM_LEAD,2.0,31.0,2,71.5
2025-05,Silver Towers,Hell's Kitchen Polygon,CHURN,5.84,54.41,537,14259.18
2025-05,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,3.0,8.77,24,734.37
2025-05,Silver Towers,Hell's Kitchen Polygon,FROZEN,4.5,97.11,9,240.11
2025-05,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,3.57,46.91,239,6690.45
2025-05,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.7,99.35,656,18170.88
2025-05,Silver Towers,Hell's Kitchen Polygon,TRIAL,8.0,50.5,32,908.44
2025-05,Stonehill,Chatham / West Orange Polygon,CHURN,5.94,34.76,107,3154.32
2025-05,Stonehill,Chatham / West Orange Polygon,FREEMIUM,6.67,68.8,20,622.83
2025-05,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,5.78,64.06,52,1567.8
2025-05,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5.27,47.52,58,1728.35
2025-05,Stonehill,Chatham / West Orange Polygon,TRIAL,6.5,0.0,26,820.69
2025-05,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,8.0,0.0,16,454.22
2025-05,The Boulevard,Floating Miami,CHURN,4.0,64.0,4,194.35
2025-05,The Boulevard,Floating Miami,TRIAL,5.33,116.5,16,498.81
2025-05,The Boulevard,Floating Miami,WARM_LEAD,2.0,26.0,2,71.5
2025-05,The Devan,Hoboken Polygon,CHURN,6.6,54.97,33,825.5
2025-05,The Devan,Hoboken Polygon,FROZEN,3.0,53.0,3,130.0
2025-05,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.0,53.74,54,1399.32
2025-05,The Devan,Hoboken Polygon,TRIAL,8.0,56.0,24,681.33
2025-05,The Devan,Hoboken Polygon,WARM_LEAD,4.67,0.0,14,393.51
2025-05,The Dime,Williamsburg Polygon,CHURN,5.8,104.05,87,2540.85
2025-05,The Dime,Williamsburg Polygon,FREEMIUM,9.0,114.0,9,244.66
2025-05,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,8,227.11
2025-05,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,7.0,98.86,14,424.97
2025-05,The Dime,Williamsburg Polygon,TRIAL,5.6,43.61,28,791.57
2025-05,The Dime,Williamsburg Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-05,The Eddy,Harrison Polygon,CHURN,2.24,5.38,65,2237.3
2025-05,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,8,227.11
2025-05,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,8.0,35.67,24,681.33
2025-05,The Enclave,Hoboken Polygon,CHURN,7.33,158.95,22,666.12
2025-05,The Enclave,Hoboken Polygon,FREEMIUM,8.0,163.0,8,227.11
2025-05,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,3.8,74.32,19,673.4
2025-05,The Enclave,Hoboken Polygon,TRIAL,5.2,68.54,26,707.33
2025-05,The Enclave,Hoboken Polygon,WARM_LEAD,2.0,27.0,2,71.5
2025-05,The Ivy,Chatham / West Orange Polygon,CHURN,5.96,90.66,155,4409.6
2025-05,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,7.2,77.22,36,1044.29
2025-05,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5.93,104.82,89,2840.37
2025-05,The Ivy,Chatham / West Orange Polygon,WARM_LEAD,8.0,25.25,32,908.44
2025-05,Woodside Central,Floating NY 1,CHURN,7.5,43.33,30,621.14
2025-05,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,8.0,103.0,8,227.11
2025-06,100 House,Hoboken Polygon,CHURN,6.9,38.41,69,2076.88
2025-06,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,6.57,52.96,46,1415.44
2025-06,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.92,108.62,90,2659.8
2025-06,100 House,Hoboken Polygon,TRIAL,8.0,211.0,8,227.11
2025-06,100 House,Hoboken Polygon,WARM_LEAD,4.0,140.44,8,227.11
2025-06,1 Boerum PL,Floating NY 2,CHURN,3.0,44.67,9,390.0
2025-06,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,4.0,125.5,12,340.86
2025-06,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,5.67,80.65,34,1030.38
2025-06,1 Boerum PL,Floating NY 2,TRIAL,6.0,143.0,6,197.86
2025-06,1 Boerum PL,Floating NY 2,WARM_LEAD,7.5,0.0,30,849.94
2025-06,300 Somerset,Harrison Polygon,CHURN,2.83,9.49,34,1111.76
2025-06,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2.0,19.57,14,360.1
2025-06,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4.0,40.17,24,740.22
2025-06,300 Somerset,Harrison Polygon,TRIAL,2.0,31.0,2,71.5
2025-06,330 Angelo Cifelli,Harrison Polygon,CHURN,4.55,40.84,50,1484.99
2025-06,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,2.93,56.73,44,1448.07
2025-06,330W-56th,Hell's Kitchen Polygon,CHURN,7.0,88.0,14,395.72
2025-06,330W-56th,Hell's Kitchen Polygon,FREEMIUM,2.0,31.0,2,71.5
2025-06,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4.54,41.58,59,1678.3
2025-06,655 Union,Boerum Hill Polygon,CHURN,5.36,83.87,59,1789.06
2025-06,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,7.0,97.0,28,817.18
2025-06,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,7.82,113.13,86,2468.96
2025-06,655 Union,Boerum Hill Polygon,TRIAL,6.0,20.33,12,362.96
2025-06,655 Union,Boerum Hill Polygon,WARM_LEAD,7.0,0.0,7,227.11
2025-06,Agnes,Floating Jersey,CHURN,4.86,46.03,34,914.68
2025-06,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,8.0,110.0,8,227.11
2025-06,Agnes,Floating Jersey,TRIAL,2.0,31.0,2,71.5
2025-06,Agnes,Floating Jersey,WARM_LEAD,8.0,0.0,8,227.11
2025-06,Azrieli TLV,Unknown,CHURN,5.68,50.42,931,26720.2
2025-06,Azrieli TLV,Unknown,TRIAL,5.0,35.51,20,597.22
2025-06,Gindi 1,Unknown,CHURN,4.56,47.9,821,23553.66
2025-06,Gindi 1,Unknown,TRIAL,4.0,19.86,8,271.7
2025-06,Gindi 2,Unknown,CHURN,7.0,66.16,420,11673.74
2025-06,Gindi 2,Unknown,TRIAL,10.0,0.0,10,314.86
2025-06,Gindi 3,Unknown,CHURN,5.26,71.37,868,24237.33
2025-06,Gindi 4,Unknown,CHURN,5.95,30.45,119,3348.54
2025-06,HaHehad,Unknown,CHURN,6.96,57.14,195,5955.69
2025-06,HaHehad,Unknown,TRIAL,2.0,30.32,6,138.45
2025-06,John Street 116,Financial District Polygon,CHURN,7.33,70.11,88,2476.11
2025-06,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6.71,50.21,47,1272.7
2025-06,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6.43,81.96,45,1179.1
2025-06,John Street 116,Financial District Polygon,WARM_LEAD,2.0,0.0,4,143.0
2025-06,Nine 52,Hell's Kitchen Polygon,CHURN,8.0,107.0,8,227.11
2025-06,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.0,87.13,40,1254.11
2025-06,Oliver on the Hudson,Floating Jersey,CHURN,8.0,0.0,8,227.11
2025-06,One Ten,Hoboken Polygon,CHURN,3.5,54.05,21,700.31
2025-06,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,6.0,79.0,6,197.86
2025-06,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,6.08,80.11,73,2309.97
2025-06,One Ten,Hoboken Polygon,TRIAL,5.0,5.4,10,298.61
2025-06,One Ten,Hoboken Polygon,WARM_LEAD,6.0,0.0,36,1051.44
2025-06,River Place,Hell's Kitchen Polygon,CHURN,6.37,60.74,191,5709.99
2025-06,River Place,Hell's Kitchen Polygon,FREEMIUM,2.25,28.44,9,274.3
2025-06,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,3.37,65.35,118,3454.88
2025-06,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.83,69.45,280,7585.11
2025-06,River Place,Hell's Kitchen Polygon,TRIAL,6.43,47.51,45,1337.05
2025-06,River Place,Hell's Kitchen Polygon,WARM_LEAD,8.0,125.5,16,454.22
2025-06,Silver Towers,Hell's Kitchen Polygon,CHURN,6.12,64.02,453,12069.59
2025-06,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2.2,38.41,22,609.7
2025-06,Silver Towers,Hell's Kitchen Polygon,FROZEN,4.5,97.11,9,240.11
2025-06,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,3.0,48.14,231,6575.79
2025-06,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5.8,103.7,638,17490.59
2025-06,Silver Towers,Hell's Kitchen Polygon,TRIAL,3.7,52.73,37,971.23
2025-06,Stonehill,Chatham / West Orange Polygon,CHURN,5.79,30.48,81,2421.38
2025-06,Stonehill,Chatham / West Orange Polygon,FREEMIUM,8.0,172.0,8,227.11
2025-06,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,6.0,56.33,36,1051.44
2025-06,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,3.82,62.64,42,1274.13
2025-06,Stonehill,Chatham / West Orange Polygon,TRIAL,7.5,29.47,30,879.19
2025-06,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,5.0,0.0,20,775.06
2025-06,The Boulevard,Floating Miami,CHURN,4.33,91.23,26,918.06
2025-06,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,5.0,140.4,10,298.61
2025-06,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,7.25,78.66,29,875.68
2025-06,The Boulevard,Floating Miami,TRIAL,8.0,68.67,24,681.33
2025-06,The Boulevard,Floating Miami,WARM_LEAD,2.5,13.8,5,143.0
2025-06,The Devan,Hoboken Polygon,CHURN,7.0,94.61,49,1232.92
2025-06,The Devan,Hoboken Polygon,FROZEN,3.0,53.0,3,130.0
2025-06,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,5.14,59.44,72,1821.04
2025-06,The Devan,Hoboken Polygon,TRIAL,8.0,168.0,16,454.22
2025-06,The Devan,Hoboken Polygon,WARM_LEAD,5.25,0.0,21,567.97
2025-06,The Dime,Williamsburg Polygon,CHURN,5.9,70.37,59,1745.77
2025-06,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,8.0,0.0,8,227.11
2025-06,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,7.33,62.91,22,652.08
2025-06,The Dime,Williamsburg Polygon,TRIAL,4.75,0.0,19,555.1
2025-06,The Dime,Williamsburg Polygon,WARM_LEAD,8.0,0.0,8,227.11
2025-06,The Eddy,Harrison Polygon,CHURN,2.07,11.59,29,1041.95
2025-06,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8.0,106.0,8,227.11
2025-06,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,8.0,145.67,24,681.33
2025-06,The Eddy,Harrison Polygon,TRIAL,2.0,3.86,14,500.5
2025-06,The Enclave,Hoboken Polygon,CHURN,6.4,115.91,32,964.73
2025-06,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,5.0,87.12,25,905.06
2025-06,The Enclave,Hoboken Polygon,TRIAL,8.0,101.0,16,454.22
2025-06,The Ivy,Chatham / West Orange Polygon,CHURN,6.43,101.46,148,4217.2
