visit_month,project,neighbourhood,apt_status,finished_completed,finished,completed,pending,cancelled,net_revenue,avg_duration_mins
2025-03,John Street 116,Financial District Polygon,TRIAL,2,1,1,0,0,128.0,114.0
2025-03,Nine 52,Hell's Kitchen Polygon,CHURN,0,0,0,0,7,,
2025-03,Nine 52,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,2,,
2025-03,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,5,1,0,1,600.0,92.0
2025-03,Nine 52,Hell's Kitchen Polygon,TRIAL,1,0,1,0,4,87.0,113.0
2025-03,One Ten,Hoboken Polygon,CHURN,3,3,0,0,2,204.0,65.0
2025-03,One Ten,Hoboken Polygon,FREEMIUM,4,0,4,0,6,201.0,59.0
2025-03,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,10,9,1,0,2,854.0,99.0
2025-03,One Ten,Hoboken Polygon,TRIAL,1,1,0,0,2,159.0,188.0
2025-03,River Place,Hell's Kitchen Polygon,CHURN,22,16,6,0,10,1961.0,76.0
2025-03,River Place,Hell's Kitchen Polygon,FREEMIUM,3,3,0,0,2,216.0,82.0
2025-03,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,31,23,8,0,20,1616.0,61.0
2025-03,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,19,14,5,0,3,1456.0,77.0
2025-03,River Place,Hell's Kitchen Polygon,TRIAL,4,2,2,0,3,282.0,106.0
2025-03,River Place,Hell's Kitchen Polygon,WARM_LEAD,0,0,0,0,1,,
2025-03,Silver Towers,Hell's Kitchen Polygon,CHURN,45,35,10,0,20,3297.0,71.0
2025-03,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,9,5,4,0,4,475.0,67.0
2025-03,Silver Towers,Hell's Kitchen Polygon,FROZEN,1,1,0,0,0,101.0,134.0
2025-03,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,39,20,19,0,16,1754.0,63.0
2025-03,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,82,75,7,0,14,7623.0,78.0
2025-03,Silver Towers,Hell's Kitchen Polygon,TRIAL,3,3,0,0,3,144.0,61.0
2025-03,Stonehill,Chatham / West Orange Polygon,CHURN,8,6,2,0,4,990.0,30.0
2025-03,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,0,1,0,1,133.0,
2025-03,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,2,0,0,3,198.0,
2025-03,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,10,3,7,0,1,728.0,57.0
2025-03,Stonehill,Chatham / West Orange Polygon,TRIAL,2,1,1,0,7,302.0,10.0
2025-03,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,1,,
2025-03,The Dime,Williamsburg Polygon,CHURN,8,8,0,0,1,649.0,88.0
2025-03,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,107.0,139.0
2025-03,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,1,1,0,0,195.0,75.0
2025-03,The Eddy,Harrison Polygon,CHURN,6,4,2,0,5,261.0,50.0
2025-03,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,3,,
2025-03,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,7,2,5,0,0,771.0,100.0
2025-03,The Eddy,Harrison Polygon,TRIAL,0,0,0,0,1,,
2025-03,The Enclave,Hoboken Polygon,CHURN,3,3,0,0,1,464.0,141.0
2025-03,The Enclave,Hoboken Polygon,FREEMIUM,0,0,0,0,1,,
2025-03,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,1,3,0,1,275.0,89.0
2025-03,The Enclave,Hoboken Polygon,TRIAL,2,2,0,0,0,202.0,145.0
2025-03,The Ivy,Chatham / West Orange Polygon,CHURN,13,10,3,0,9,1542.0,30.0
2025-03,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,1,1,0,3,318.0,
2025-03,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,10,3,0,1,1530.0,43.0
2025-03,The Ivy,Chatham / West Orange Polygon,TRIAL,0,0,0,0,2,,
2025-04,100 House,Hoboken Polygon,CHURN,8,8,0,0,3,743.0,97.0
2025-04,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,4,0,0,5,410.0,109.0
2025-04,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,2,7,0,3,1266.0,103.0
2025-04,100 House,Hoboken Polygon,TRIAL,1,1,0,0,1,93.0,60.0
2025-04,1 Boerum PL,Floating NY 2,CHURN,4,4,0,0,3,248.0,66.0
2025-04,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,2,1,0,1,242.0,90.0
2025-04,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,7,7,0,0,6,545.0,64.0
2025-04,1 Boerum PL,Floating NY 2,WARM_LEAD,2,2,0,0,3,286.0,185.0
2025-04,300 Somerset,Harrison Polygon,CHURN,8,3,5,0,5,309.0,55.0
2025-04,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,2,27.0,44.0
2025-04,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,2,2,0,0,2,54.0,25.0
2025-04,300 Somerset,Harrison Polygon,TRIAL,0,0,0,0,2,,
2025-04,330 Angelo Cifelli,Harrison Polygon,CHURN,7,7,0,0,7,475.0,91.0
2025-04,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2025-04,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,10,8,2,0,1,303.0,48.0
2025-04,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,0,1,0,2,11.0,14.0
2025-04,330W-56th,Hell's Kitchen Polygon,FREEMIUM,0,0,0,0,1,,
2025-04,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,3,4,0,5,346.0,60.0
2025-04,330W-56th,Hell's Kitchen Polygon,TRIAL,0,0,0,0,1,,
2025-04,655 Union,Boerum Hill Polygon,CHURN,3,2,1,0,2,242.5,56.0
2025-04,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,2,2,0,0,3,296.0,178.0
2025-04,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,1,1,0,0,1,0.0,160.0
2025-04,655 Union,Boerum Hill Polygon,TRIAL,2,1,1,0,1,194.0,92.0
2025-04,Agnes,Floating Jersey,CHURN,6,6,0,0,1,551.0,102.0
2025-04,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,72.0,
2025-04,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,2,0,2,0,1,220.0,143.0
2025-04,Agnes,Floating Jersey,WARM_LEAD,0,0,0,0,1,,
2025-04,Azrieli TLV,Unknown,CHURN,65,64,1,0,6,3455.89,63.0
2025-04,Azrieli TLV,Unknown,FROZEN,3,3,0,0,0,321.92,132.0
2025-04,Azrieli TLV,Unknown,ON_DEMAND_SUBSCRIPTION,8,8,0,0,1,566.03,86.0
2025-04,Azrieli TLV,Unknown,RECURRING_SUBSCRIPTION,22,16,6,0,5,1572.33,81.0
2025-04,Azrieli TLV,Unknown,TRIAL,7,7,0,0,0,136.44,67.0
2025-04,Gindi 1,Unknown,CHURN,73,69,4,0,39,4138.9,94.0
2025-04,Gindi 1,Unknown,FROZEN,1,1,0,0,2,20.55,53.0
2025-04,Gindi 1,Unknown,ON_DEMAND_SUBSCRIPTION,15,15,0,0,13,598.08,66.0
2025-04,Gindi 1,Unknown,RECURRING_SUBSCRIPTION,22,20,2,0,18,1561.1,86.0
2025-04,Gindi 1,Unknown,TRIAL,1,1,0,0,6,39.73,35.0
2025-04,Gindi 2,Unknown,CHURN,26,24,2,0,9,1602.74,76.0
2025-04,Gindi 2,Unknown,ON_DEMAND_SUBSCRIPTION,3,3,0,0,0,201.37,146.0
2025-04,Gindi 2,Unknown,RECURRING_SUBSCRIPTION,14,11,3,0,3,1023.29,93.0
2025-04,Gindi 2,Unknown,TRIAL,3,3,0,0,2,303.01,150.0
2025-04,Gindi 3,Unknown,CHURN,77,74,3,0,19,5120.36,83.0
2025-04,Gindi 3,Unknown,COLD_LEAD,0,0,0,0,2,,
2025-04,Gindi 3,Unknown,FROZEN,2,2,0,0,0,73.97,71.0
2025-04,Gindi 3,Unknown,ON_DEMAND_SUBSCRIPTION,30,30,0,0,12,1511.51,73.0
2025-04,Gindi 3,Unknown,RECURRING_SUBSCRIPTION,30,21,9,0,11,2310.14,71.0
2025-04,Gindi 3,Unknown,TRIAL,1,1,0,0,3,102.74,113.0
2025-04,Gindi 4,Unknown,CHURN,15,11,4,0,2,643.84,74.0
2025-04,Gindi 4,Unknown,RECURRING_SUBSCRIPTION,1,1,0,0,1,68.22,130.0
2025-04,HaHehad,Unknown,CHURN,11,11,0,0,26,952.88,81.0
2025-04,HaHehad,Unknown,RECURRING_SUBSCRIPTION,2,0,2,0,5,161.1,89.0
2025-04,HaHehad,Unknown,TRIAL,2,2,0,0,1,6.03,84.0
2025-04,John Street 116,Financial District Polygon,CHURN,15,10,5,0,3,1121.0,114.0
2025-04,John Street 116,Financial District Polygon,FREEMIUM,1,1,0,0,0,105.0,201.0
2025-04,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,8,8,0,0,2,494.0,104.0
2025-04,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,5,5,0,0,1,419.0,89.0
2025-04,Nine 52,Hell's Kitchen Polygon,CHURN,1,1,0,0,2,107.0,148.0
2025-04,Nine 52,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,2,,
2025-04,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,7,1,0,0,776.0,114.0
2025-04,Nine 52,Hell's Kitchen Polygon,TRIAL,0,0,0,0,3,,
2025-04,One Ten,Hoboken Polygon,CHURN,3,3,0,0,2,204.0,77.0
2025-04,One Ten,Hoboken Polygon,FREEMIUM,0,0,0,0,4,,
2025-04,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,0,69.0,81.0
2025-04,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,6,1,0,3,698.0,112.0
2025-04,One Ten,Hoboken Polygon,TRIAL,0,0,0,0,1,,
2025-04,River Place,Hell's Kitchen Polygon,CHURN,31,24,7,0,21,2136.0,71.0
2025-04,River Place,Hell's Kitchen Polygon,FREEMIUM,55,32,23,0,34,1452.0,43.0
2025-04,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,51,36,15,0,20,2250.0,58.0
2025-04,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,27,18,9,0,6,1517.0,64.0
2025-04,River Place,Hell's Kitchen Polygon,TRIAL,7,5,2,0,10,168.0,32.0
2025-04,River Place,Hell's Kitchen Polygon,WARM_LEAD,0,0,0,0,1,,
2025-04,Silver Towers,Hell's Kitchen Polygon,CHURN,72,55,17,0,41,4952.0,69.0
2025-04,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,110,71,39,0,83,2642.0,35.0
2025-04,Silver Towers,Hell's Kitchen Polygon,FROZEN,3,2,1,0,0,255.0,112.0
2025-04,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,55,22,33,0,22,2337.0,50.0
2025-04,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,104,79,25,0,14,9086.0,84.0
2025-04,Silver Towers,Hell's Kitchen Polygon,TRIAL,8,4,4,0,8,158.0,21.0
2025-04,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,9,0,9,0,5,264.0,38.0
2025-04,Stonehill,Chatham / West Orange Polygon,CHURN,8,4,4,0,6,827.0,2.0
2025-04,Stonehill,Chatham / West Orange Polygon,FREEMIUM,2,1,1,0,2,303.0,
2025-04,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,2,0,0,1,235.0,20.0
2025-04,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,9,5,4,0,2,618.0,57.0
2025-04,Stonehill,Chatham / West Orange Polygon,TRIAL,2,2,0,0,3,302.0,27.0
2025-04,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,1,,
2025-04,The Devan,Hoboken Polygon,CHURN,3,2,1,0,0,196.0,100.0
2025-04,The Devan,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,0,2,0,0,110.0,75.0
2025-04,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,3,0,3,0,0,347.0,158.0
2025-04,The Devan,Hoboken Polygon,TRIAL,2,1,1,0,0,270.0,196.0
2025-04,The Dime,Williamsburg Polygon,CHURN,10,9,1,0,2,941.0,110.0
2025-04,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,1,107.0,85.0
2025-04,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,1,1,0,0,195.0,61.0
2025-04,The Dime,Williamsburg Polygon,TRIAL,0,0,0,0,2,,
2025-04,The Eddy,Harrison Polygon,CHURN,6,5,1,0,17,250.0,58.0
2025-04,The Eddy,Harrison Polygon,FREEMIUM,1,1,0,0,0,51.0,82.0
2025-04,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,2,,
2025-04,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,4,1,3,0,0,472.0,120.0
2025-04,The Enclave,Hoboken Polygon,CHURN,3,3,0,0,1,464.0,160.0
2025-04,The Enclave,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,0,84.0,119.0
2025-04,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,1,3,0,2,187.0,66.0
2025-04,The Enclave,Hoboken Polygon,TRIAL,2,2,0,0,0,202.0,132.0
2025-04,The Ivy,Chatham / West Orange Polygon,CHURN,12,9,3,0,12,1485.0,17.0
2025-04,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,0,2,0,3,318.0,
2025-04,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,8,5,0,0,1699.0,45.0
2025-05,100 House,Hoboken Polygon,CHURN,4,1,3,0,11,213.0,81.0
2025-05,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,3,0,0,3,481.0,152.0
2025-05,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,2,5,0,3,1006.0,79.0
2025-05,100 House,Hoboken Polygon,TRIAL,0,0,0,0,1,,
2025-05,1 Boerum PL,Floating NY 2,CHURN,4,4,0,0,1,268.0,105.0
2025-05,1 Boerum PL,Floating NY 2,FREEMIUM,1,1,0,0,0,70.0,75.0
2025-05,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,2,2,0,0,0,104.0,72.0
2025-05,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,4,4,0,0,7,321.0,98.0
2025-05,1 Boerum PL,Floating NY 2,WARM_LEAD,0,0,0,0,4,,
2025-05,300 Somerset,Harrison Polygon,CHURN,5,3,2,0,14,207.0,51.0
2025-05,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,4,1,3,0,2,108.0,41.0
2025-05,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3,2,1,0,1,161.0,75.0
2025-05,300 Somerset,Harrison Polygon,TRIAL,0,0,0,0,3,,
2025-05,300 Somerset,Harrison Polygon,WARM_LEAD,1,1,0,0,0,60.0,62.0
2025-05,330 Angelo Cifelli,Harrison Polygon,CHURN,10,9,1,0,5,592.0,68.0
2025-05,330 Angelo Cifelli,Harrison Polygon,FREEMIUM,0,0,0,0,1,,
2025-05,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,107.0,92.0
2025-05,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,12,10,2,0,1,358.0,48.0
2025-05,330 Angelo Cifelli,Harrison Polygon,TRIAL,0,0,0,0,1,,
2025-05,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,6,1,0,3,417.0,75.0
2025-05,330W-56th,Hell's Kitchen Polygon,TRIAL,0,0,0,0,1,,
2025-05,655 Union,Boerum Hill Polygon,CHURN,5,4,1,0,1,449.0,109.0
2025-05,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,4,148.0,133.0
2025-05,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,2,2,0,0,0,216.0,126.0
2025-05,655 Union,Boerum Hill Polygon,TRIAL,0,0,0,0,1,,
2025-05,Agnes,Floating Jersey,CHURN,5,5,0,0,2,374.0,110.0
2025-05,Agnes,Floating Jersey,ON_DEMAND_SUBSCRIPTION,1,0,1,0,0,70.0,198.0
2025-05,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,2,0,2,0,0,220.0,146.0
2025-05,Agnes,Floating Jersey,WARM_LEAD,0,0,0,0,1,,
2025-05,Azrieli TLV,Unknown,CHURN,53,53,0,0,17,3060.82,73.0
2025-05,Azrieli TLV,Unknown,FROZEN,2,2,0,0,0,214.25,144.0
2025-05,Azrieli TLV,Unknown,ON_DEMAND_SUBSCRIPTION,10,10,0,0,4,593.42,83.0
2025-05,Azrieli TLV,Unknown,RECURRING_SUBSCRIPTION,20,20,0,0,3,1283.01,91.0
2025-05,Azrieli TLV,Unknown,TRIAL,8,7,1,0,0,407.4,86.0
2025-05,Gindi 1,Unknown,CHURN,85,81,4,0,32,4669.04,100.0
2025-05,Gindi 1,Unknown,ON_DEMAND_SUBSCRIPTION,12,12,0,0,5,473.7,54.0
2025-05,Gindi 1,Unknown,RECURRING_SUBSCRIPTION,28,28,0,0,11,2091.78,110.0
2025-05,Gindi 1,Unknown,TRIAL,3,2,1,0,3,109.59,58.0
2025-05,Gindi 2,Unknown,CHURN,16,16,0,0,12,1186.03,98.0
2025-05,Gindi 2,Unknown,ON_DEMAND_SUBSCRIPTION,4,3,1,0,0,284.93,131.0
2025-05,Gindi 2,Unknown,RECURRING_SUBSCRIPTION,10,8,2,0,1,866.03,111.0
2025-05,Gindi 2,Unknown,TRIAL,2,2,0,0,4,148.49,89.0
2025-05,Gindi 3,Unknown,CHURN,73,56,17,0,9,5197.89,88.0
2025-05,Gindi 3,Unknown,COLD_LEAD,0,0,0,0,1,,
2025-05,Gindi 3,Unknown,FROZEN,5,5,0,0,1,293.42,66.0
2025-05,Gindi 3,Unknown,ON_DEMAND_SUBSCRIPTION,32,32,0,0,7,1454.79,66.0
2025-05,Gindi 3,Unknown,RECURRING_SUBSCRIPTION,23,17,6,0,3,1857.53,85.0
2025-05,Gindi 3,Unknown,TRIAL,1,1,0,0,5,112.88,97.0
2025-05,Gindi 4,Unknown,CHURN,13,9,4,0,1,549.86,66.0
2025-05,Gindi 4,Unknown,RECURRING_SUBSCRIPTION,1,1,0,0,2,68.22,130.0
2025-05,HaHehad,Unknown,CHURN,12,12,0,0,15,1115.62,110.0
2025-05,HaHehad,Unknown,ON_DEMAND_SUBSCRIPTION,2,2,0,0,1,194.52,92.0
2025-05,HaHehad,Unknown,RECURRING_SUBSCRIPTION,2,0,2,0,2,161.1,74.0
2025-05,John Street 116,Financial District Polygon,CHURN,13,9,4,0,7,1166.0,114.0
2025-05,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6,4,2,0,5,496.0,117.0
2025-05,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,7,6,1,0,1,613.0,114.0
2025-05,John Street 116,Financial District Polygon,TRIAL,2,0,2,0,0,94.0,70.0
2025-05,Nine 52,Hell's Kitchen Polygon,CHURN,1,0,1,0,0,107.0,125.0
2025-05,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,7,0,0,0,673.0,107.0
2025-05,One Ten,Hoboken Polygon,CHURN,4,4,0,0,1,282.0,92.0
2025-05,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,1,0,0,0,46.0,85.0
2025-05,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,8,1,0,5,846.0,110.0
2025-05,One Ten,Hoboken Polygon,TRIAL,1,0,1,0,1,126.0,92.0
2025-05,One Ten,Hoboken Polygon,WARM_LEAD,0,0,0,0,4,,
2025-05,River Place,Hell's Kitchen Polygon,CHURN,17,13,4,0,13,1360.0,79.0
2025-05,River Place,Hell's Kitchen Polygon,FREEMIUM,1,0,1,0,2,51.0,31.0
2025-05,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,24,20,4,0,8,1461.0,68.0
2025-05,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,19,15,4,0,7,1441.0,85.0
2025-05,River Place,Hell's Kitchen Polygon,TRIAL,5,4,1,0,7,319.0,77.0
2025-05,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,0,1,0,0,31.0,30.0
2025-05,Silver Towers,Hell's Kitchen Polygon,CHURN,48,44,4,0,44,3698.0,84.0
2025-05,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,4,3,1,0,4,197.0,64.0
2025-05,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,1,1,0,0,167.0,111.0
2025-05,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,54,20,34,0,13,2233.0,52.0
2025-05,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,97,82,15,0,18,8429.0,83.0
2025-05,Silver Towers,Hell's Kitchen Polygon,TRIAL,2,2,0,0,2,202.0,74.0
2025-05,Stonehill,Chatham / West Orange Polygon,CHURN,8,3,5,0,10,652.0,
2025-05,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,0,1,0,2,172.0,
2025-05,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,7,2,5,0,2,490.0,30.0
2025-05,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,3,5,0,3,508.0,60.0
2025-05,Stonehill,Chatham / West Orange Polygon,TRIAL,0,0,0,0,4,,
2025-05,Stonehill,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,2,,
2025-05,The Boulevard,Floating Miami,CHURN,1,0,1,0,0,64.0,79.0
2025-05,The Boulevard,Floating Miami,TRIAL,2,2,0,0,1,260.0,98.0
2025-05,The Boulevard,Floating Miami,WARM_LEAD,1,0,1,0,0,26.0,
2025-05,The Devan,Hoboken Polygon,CHURN,2,2,0,0,2,143.0,109.0
2025-05,The Devan,Hoboken Polygon,FROZEN,1,0,1,0,0,53.0,62.0
2025-05,The Devan,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,3,0,0,2,137.0,65.0
2025-05,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,1,3,0,1,437.0,93.0
2025-05,The Devan,Hoboken Polygon,TRIAL,1,1,0,0,2,168.0,102.0
2025-05,The Devan,Hoboken Polygon,WARM_LEAD,0,0,0,0,3,,
2025-05,The Dime,Williamsburg Polygon,CHURN,9,9,0,0,6,1271.0,142.0
2025-05,The Dime,Williamsburg Polygon,FREEMIUM,1,1,0,0,0,114.0,177.0
2025-05,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2025-05,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,1,1,0,0,195.0,72.0
2025-05,The Dime,Williamsburg Polygon,TRIAL,3,3,0,0,2,189.0,124.0
2025-05,The Dime,Williamsburg Polygon,WARM_LEAD,0,0,0,0,1,,
2025-05,The Eddy,Harrison Polygon,CHURN,5,4,1,0,24,175.0,46.0
2025-05,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,0,0,0,0,1,,
2025-05,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,1,1,0,0,2,107.0,165.0
2025-05,The Enclave,Hoboken Polygon,CHURN,3,3,0,0,0,464.0,145.0
2025-05,The Enclave,Hoboken Polygon,FREEMIUM,1,1,0,0,0,163.0,
2025-05,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,5,3,2,0,0,334.0,96.0
2025-05,The Enclave,Hoboken Polygon,TRIAL,3,3,0,0,2,267.0,140.0
2025-05,The Enclave,Hoboken Polygon,WARM_LEAD,1,1,0,0,0,27.0,49.0
2025-05,The Ivy,Chatham / West Orange Polygon,CHURN,16,13,3,0,9,1758.0,40.0
2025-05,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,2,1,0,2,377.0,
2025-05,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,8,5,0,3,1577.0,26.0
2025-05,The Ivy,Chatham / West Orange Polygon,WARM_LEAD,0,0,0,0,4,,
2025-05,Woodside Central,Floating NY 1,CHURN,2,2,0,0,2,171.0,100.0
2025-05,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,1,0,1,0,0,103.0,106.0
2025-06,100 House,Hoboken Polygon,CHURN,3,1,2,0,7,365.0,107.0
2025-06,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,4,3,1,0,3,353.0,111.0
2025-06,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,10,5,5,0,3,1318.0,116.0
2025-06,100 House,Hoboken Polygon,TRIAL,0,0,0,0,1,,
2025-06,100 House,Hoboken Polygon,WARM_LEAD,1,0,1,0,1,158.0,111.0
2025-06,1 Boerum PL,Floating NY 2,CHURN,2,2,0,0,1,134.0,108.0
2025-06,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,2,1,0,0,249.0,113.0
2025-06,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,5,4,1,0,1,429.0,95.0
2025-06,1 Boerum PL,Floating NY 2,TRIAL,1,0,1,0,0,143.0,174.0
2025-06,1 Boerum PL,Floating NY 2,WARM_LEAD,0,0,0,0,4,,
2025-06,300 Somerset,Harrison Polygon,CHURN,6,2,4,0,6,166.0,32.0
2025-06,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,6,2,4,0,1,114.0,28.0
2025-06,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,3,2,1,0,3,161.0,50.0
2025-06,300 Somerset,Harrison Polygon,TRIAL,1,0,1,0,0,31.0,63.0
2025-06,330 Angelo Cifelli,Harrison Polygon,CHURN,7,7,0,0,4,351.0,63.0
2025-06,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,13,10,3,0,2,545.0,63.0
2025-06,330W-56th,Hell's Kitchen Polygon,CHURN,2,0,2,0,0,176.0,153.0
2025-06,330W-56th,Hell's Kitchen Polygon,FREEMIUM,1,0,1,0,0,31.0,42.0
2025-06,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,4,2,0,7,372.0,81.0
2025-06,655 Union,Boerum Hill Polygon,CHURN,8,3,5,0,3,708.0,94.0
2025-06,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,3,2,1,0,1,383.0,133.0
2025-06,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,11,11,0,0,0,1242.0,101.0
2025-06,655 Union,Boerum Hill Polygon,TRIAL,1,1,0,0,1,61.0,54.0
