review_month,project,neighbourhood,apt_status,count,avg_rating,reviews
2024-08,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,6,,0
2024-08,The Ivy,Chatham / West Orange Polygon,WARM_LEAD,1,,0
2024-09,100 House,Hoboken Polygon,CHURN,10,5.0,0
2024-09,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2024-09,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,2,4.5,0
2024-09,1 Boerum PL,Floating NY 2,CHURN,4,5.0,0
2024-09,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,5.0,1
2024-09,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,4,,0
2024-09,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2024-09,300 Somerset,Harrison Polygon,CHURN,4,5.0,0
2024-09,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,2,5.0,0
2024-09,300 Somerset,Harrison Polygon,TRIAL,2,5.0,1
2024-09,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,1,5.0,0
2024-09,330 Angelo Cifelli,Harrison Polygon,TRIAL,3,4.33,2
2024-09,330W-56th,Hell's Kitchen Polygon,CHURN,3,3.0,1
2024-09,330W-56th,Hell's Kitchen Polygon,FREEMIUM,2,,0
2024-09,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2024-09,330W-56th,Hell's Kitchen Polygon,WARM_LEAD,2,5.0,0
2024-09,Azrieli TLV,Unknown,CHURN,73,,0
2024-09,Gindi 1,Unknown,CHURN,49,5.0,9
2024-09,Gindi 1,Unknown,TRIAL,2,,0
2024-09,Gindi 2,Unknown,CHURN,9,4.75,1
2024-09,Gindi 3,Unknown,CHURN,64,5.0,3
2024-09,John Street 116,Financial District Polygon,CHURN,13,5.0,0
2024-09,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,4,,0
2024-09,John Street 116,Financial District Polygon,TRIAL,2,4.5,0
2024-09,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,1,,0
2024-09,One Ten,Hoboken Polygon,CHURN,4,3.0,2
2024-09,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2024-09,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,6,4.0,1
2024-09,River Place,Hell's Kitchen Polygon,CHURN,20,5.0,1
2024-09,River Place,Hell's Kitchen Polygon,FREEMIUM,3,,0
2024-09,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,29,4.0,1
2024-09,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,18,5.0,1
2024-09,River Place,Hell's Kitchen Polygon,TRIAL,4,1.0,1
2024-09,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2024-09,Silver Towers,Hell's Kitchen Polygon,CHURN,41,4.33,1
2024-09,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2,,0
2024-09,Silver Towers,Hell's Kitchen Polygon,FROZEN,1,5.0,0
2024-09,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,17,5.0,0
2024-09,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,65,4.33,2
2024-09,Silver Towers,Hell's Kitchen Polygon,TRIAL,6,5.0,1
2024-09,The Eddy,Harrison Polygon,TRIAL,3,3.33,3
2024-09,The Enclave,Hoboken Polygon,CHURN,10,3.5,1
2024-09,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,2,5.0,1
2024-09,The Ivy,Chatham / West Orange Polygon,CHURN,18,5.0,1
2024-09,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2024-09,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2024-09,The Ivy,Chatham / West Orange Polygon,TRIAL,5,,0
2024-09,The Ivy,Chatham / West Orange Polygon,WARM_LEAD,4,5.0,1
2024-10,100 House,Hoboken Polygon,CHURN,11,,0
2024-10,100 House,Hoboken Polygon,FREEMIUM,1,,0
2024-10,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,3,4.5,0
2024-10,1 Boerum PL,Floating NY 2,CHURN,6,,0
2024-10,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,5,5.0,0
2024-10,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,4,5.0,0
2024-10,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2024-10,300 Somerset,Harrison Polygon,CHURN,4,5.0,1
2024-10,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2024-10,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,1,4.0,1
2024-10,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,4.0,0
2024-10,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,1,5.0,1
2024-10,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,5.0,0
2024-10,330W-56th,Hell's Kitchen Polygon,CHURN,2,,0
2024-10,330W-56th,Hell's Kitchen Polygon,FREEMIUM,2,,0
2024-10,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2024-10,330W-56th,Hell's Kitchen Polygon,TRIAL,2,,0
2024-10,Azrieli TLV,Unknown,CHURN,75,5.0,0
2024-10,Azrieli TLV,Unknown,TRIAL,1,,0
2024-10,Gindi 1,Unknown,CHURN,24,5.0,0
2024-10,Gindi 1,Unknown,TRIAL,2,5.0,0
2024-10,Gindi 2,Unknown,CHURN,12,5.0,1
2024-10,Gindi 3,Unknown,CHURN,53,5.0,0
2024-10,Gindi 4,Unknown,CHURN,2,,0
2024-10,John Street 116,Financial District Polygon,CHURN,16,4.86,0
2024-10,John Street 116,Financial District Polygon,FREEMIUM,1,,0
2024-10,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2024-10,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,5,5.0,1
2024-10,Nine 52,Hell's Kitchen Polygon,CHURN,8,4.25,2
2024-10,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,1,,0
2024-10,Nine 52,Hell's Kitchen Polygon,TRIAL,2,2.0,2
2024-10,One Ten,Hoboken Polygon,CHURN,4,5.0,0
2024-10,One Ten,Hoboken Polygon,FREEMIUM,1,,0
2024-10,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2024-10,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2024-10,River Place,Hell's Kitchen Polygon,CHURN,18,4.83,5
2024-10,River Place,Hell's Kitchen Polygon,FREEMIUM,1,,0
2024-10,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,29,5.0,1
2024-10,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,12,5.0,1
2024-10,River Place,Hell's Kitchen Polygon,TRIAL,6,5.0,1
2024-10,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2024-10,Silver Towers,Hell's Kitchen Polygon,CHURN,42,4.4,4
2024-10,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2024-10,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,25,5.0,4
2024-10,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,91,4.91,2
2024-10,Silver Towers,Hell's Kitchen Polygon,TRIAL,5,4.67,0
2024-10,The Dime,Williamsburg Polygon,CHURN,9,5.0,0
2024-10,The Dime,Williamsburg Polygon,FREEMIUM,2,,0
2024-10,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2024-10,The Dime,Williamsburg Polygon,TRIAL,4,4.5,1
2024-10,The Dime,Williamsburg Polygon,WARM_LEAD,1,,0
2024-10,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,2,5.0,2
2024-10,The Eddy,Harrison Polygon,TRIAL,1,3.0,1
2024-10,The Enclave,Hoboken Polygon,CHURN,3,5.0,0
2024-10,The Enclave,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2024-10,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,2,,0
2024-10,The Ivy,Chatham / West Orange Polygon,CHURN,24,5.0,0
2024-10,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,1
2024-10,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,,0
2024-11,100 House,Hoboken Polygon,CHURN,6,5.0,1
2024-11,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,3,5.0,2
2024-11,1 Boerum PL,Floating NY 2,CHURN,5,,0
2024-11,1 Boerum PL,Floating NY 2,FREEMIUM,5,4.0,1
2024-11,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,5,4.0,1
2024-11,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,5,5.0,0
2024-11,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2024-11,300 Somerset,Harrison Polygon,CHURN,1,5.0,0
2024-11,330 Angelo Cifelli,Harrison Polygon,CHURN,4,5.0,0
2024-11,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2024-11,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,1,5.0,0
2024-11,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,5.0,0
2024-11,330W-56th,Hell's Kitchen Polygon,CHURN,1,,0
2024-11,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2024-11,Azrieli TLV,Unknown,CHURN,62,4.25,0
2024-11,Gindi 1,Unknown,CHURN,57,4.96,1
2024-11,Gindi 1,Unknown,TRIAL,2,,0
2024-11,Gindi 2,Unknown,CHURN,15,5.0,1
2024-11,Gindi 3,Unknown,CHURN,92,5.0,3
2024-11,Gindi 4,Unknown,CHURN,10,5.0,0
2024-11,HaHehad,Unknown,CHURN,7,5.0,0
2024-11,John Street 116,Financial District Polygon,CHURN,18,5.0,0
2024-11,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2024-11,John Street 116,Financial District Polygon,TRIAL,2,,0
2024-11,Nine 52,Hell's Kitchen Polygon,CHURN,10,3.0,0
2024-11,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2024-11,Nine 52,Hell's Kitchen Polygon,TRIAL,1,5.0,0
2024-11,One Ten,Hoboken Polygon,CHURN,3,5.0,1
2024-11,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2024-11,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,1,,0
2024-11,River Place,Hell's Kitchen Polygon,CHURN,16,5.0,0
2024-11,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,35,3.91,1
2024-11,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2024-11,River Place,Hell's Kitchen Polygon,TRIAL,8,,0
2024-11,Silver Towers,Hell's Kitchen Polygon,CHURN,36,4.33,1
2024-11,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,3,5.0,0
2024-11,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,21,4.56,2
2024-11,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,75,5.0,2
2024-11,Silver Towers,Hell's Kitchen Polygon,TRIAL,6,4.5,1
2024-11,Stonehill,Chatham / West Orange Polygon,CHURN,5,5.0,0
2024-11,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2024-11,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,2,4.0,0
2024-11,Stonehill,Chatham / West Orange Polygon,TRIAL,2,,0
2024-11,The Dime,Williamsburg Polygon,CHURN,12,5.0,0
2024-11,The Dime,Williamsburg Polygon,FREEMIUM,1,,0
2024-11,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2024-11,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,1,5.0,0
2024-11,The Dime,Williamsburg Polygon,TRIAL,5,2.0,0
2024-11,The Dime,Williamsburg Polygon,WARM_LEAD,2,,0
2024-11,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,1,5.0,0
2024-11,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,1,,0
2024-11,The Ivy,Chatham / West Orange Polygon,CHURN,25,5.0,1
2024-11,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2024-11,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2024-11,The Ivy,Chatham / West Orange Polygon,TRIAL,1,,0
2024-12,100 House,Hoboken Polygon,CHURN,7,,0
2024-12,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,5,4.5,0
2024-12,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,3
2024-12,1 Boerum PL,Floating NY 2,CHURN,3,,0
2024-12,1 Boerum PL,Floating NY 2,FREEMIUM,1,5.0,0
2024-12,1 Boerum PL,Floating NY 2,FROZEN,4,5.0,0
2024-12,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2024-12,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,7,5.0,0
2024-12,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2024-12,300 Somerset,Harrison Polygon,CHURN,9,5.0,0
2024-12,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2024-12,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,8,4.67,0
2024-12,300 Somerset,Harrison Polygon,TRIAL,3,5.0,0
2024-12,330 Angelo Cifelli,Harrison Polygon,CHURN,6,5.0,0
2024-12,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2024-12,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2024-12,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,5.0,0
2024-12,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,4.0,1
2024-12,Agnes,Floating Jersey,CHURN,2,5.0,1
2024-12,Agnes,Floating Jersey,TRIAL,1,5.0,1
2024-12,Azrieli TLV,Unknown,CHURN,96,5.0,0
2024-12,Azrieli TLV,Unknown,TRIAL,1,5.0,0
2024-12,Gindi 1,Unknown,CHURN,81,4.95,1
2024-12,Gindi 1,Unknown,TRIAL,2,,0
2024-12,Gindi 2,Unknown,CHURN,17,5.0,1
2024-12,Gindi 2,Unknown,TRIAL,1,,0
2024-12,Gindi 3,Unknown,CHURN,106,5.0,2
2024-12,Gindi 4,Unknown,CHURN,15,5.0,0
2024-12,HaHehad,Unknown,CHURN,14,5.0,1
2024-12,John Street 116,Financial District Polygon,CHURN,12,5.0,0
2024-12,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2024-12,John Street 116,Financial District Polygon,TRIAL,1,5.0,0
2024-12,Nine 52,Hell's Kitchen Polygon,CHURN,6,2.67,3
2024-12,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,6,,0
2024-12,One Ten,Hoboken Polygon,CHURN,4,,0
2024-12,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2024-12,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,,0
2024-12,River Place,Hell's Kitchen Polygon,CHURN,19,5.0,2
2024-12,River Place,Hell's Kitchen Polygon,FREEMIUM,4,,0
2024-12,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,28,4.8,1
2024-12,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,10,,0
2024-12,River Place,Hell's Kitchen Polygon,TRIAL,4,,0
2024-12,River Place,Hell's Kitchen Polygon,WARM_LEAD,2,5.0,0
2024-12,Silver Towers,Hell's Kitchen Polygon,CHURN,41,4.0,2
2024-12,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,1,,0
2024-12,Silver Towers,Hell's Kitchen Polygon,FROZEN,3,5.0,0
2024-12,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,35,5.0,2
2024-12,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,59,5.0,0
2024-12,Silver Towers,Hell's Kitchen Polygon,TRIAL,6,5.0,1
2024-12,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,1,,0
2024-12,Stonehill,Chatham / West Orange Polygon,CHURN,3,5.0,0
2024-12,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2024-12,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,2,,0
2024-12,Stonehill,Chatham / West Orange Polygon,TRIAL,1,5.0,0
2024-12,The Dime,Williamsburg Polygon,CHURN,6,5.0,0
2024-12,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2024-12,The Dime,Williamsburg Polygon,TRIAL,1,,0
2024-12,The Eddy,Harrison Polygon,CHURN,2,,0
2024-12,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2024-12,The Enclave,Hoboken Polygon,CHURN,3,,0
2024-12,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,2,,0
2024-12,The Ivy,Chatham / West Orange Polygon,CHURN,25,4.86,2
2024-12,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,5,5.0,1
2024-12,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2024-12,The Ivy,Chatham / West Orange Polygon,TRIAL,2,,0
2025-01,100 House,Hoboken Polygon,CHURN,10,5.0,0
2025-01,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,1
2025-01,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-01,1 Boerum PL,Floating NY 2,CHURN,4,,0
2025-01,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,4.5,1
2025-01,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,8,,0
2025-01,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2025-01,300 Somerset,Harrison Polygon,CHURN,10,5.0,0
2025-01,300 Somerset,Harrison Polygon,FREEMIUM,1,,0
2025-01,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,3,2.0,1
2025-01,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2025-01,300 Somerset,Harrison Polygon,TRIAL,1,,0
2025-01,330 Angelo Cifelli,Harrison Polygon,CHURN,9,5.0,0
2025-01,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-01,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,12,,0
2025-01,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,1.0,0
2025-01,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-01,330W-56th,Hell's Kitchen Polygon,TRIAL,1,,0
2025-01,Agnes,Floating Jersey,CHURN,5,1.0,1
2025-01,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,3,5.0,0
2025-01,Agnes,Floating Jersey,TRIAL,1,,0
2025-01,Azrieli TLV,Unknown,CHURN,83,4.95,3
2025-01,Azrieli TLV,Unknown,TRIAL,2,,0
2025-01,Gindi 1,Unknown,CHURN,91,4.82,4
2025-01,Gindi 1,Unknown,TRIAL,2,,0
2025-01,Gindi 2,Unknown,CHURN,20,5.0,1
2025-01,Gindi 3,Unknown,CHURN,124,4.97,3
2025-01,Gindi 3,Unknown,TRIAL,2,5.0,0
2025-01,Gindi 4,Unknown,CHURN,16,5.0,0
2025-01,HaHehad,Unknown,CHURN,19,3.0,1
2025-01,HaHehad,Unknown,TRIAL,2,,0
2025-01,John Street 116,Financial District Polygon,CHURN,19,4.89,1
2025-01,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,5,5.0,0
2025-01,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,9,,0
2025-01,John Street 116,Financial District Polygon,TRIAL,1,4.0,0
2025-01,Nine 52,Hell's Kitchen Polygon,CHURN,3,,0
2025-01,Nine 52,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-01,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,,0
2025-01,Nine 52,Hell's Kitchen Polygon,TRIAL,3,,0
2025-01,One Ten,Hoboken Polygon,CHURN,8,,0
2025-01,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,6,5.0,0
2025-01,River Place,Hell's Kitchen Polygon,CHURN,19,5.0,0
2025-01,River Place,Hell's Kitchen Polygon,FREEMIUM,1,,0
2025-01,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,30,5.0,1
2025-01,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,13,5.0,0
2025-01,River Place,Hell's Kitchen Polygon,TRIAL,4,3.0,1
2025-01,Silver Towers,Hell's Kitchen Polygon,CHURN,53,4.71,1
2025-01,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,34,4.83,7
2025-01,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,81,4.67,3
2025-01,Silver Towers,Hell's Kitchen Polygon,TRIAL,4,,0
2025-01,Stonehill,Chatham / West Orange Polygon,CHURN,9,5.0,1
2025-01,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,5,,0
2025-01,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,4,3.5,2
2025-01,Stonehill,Chatham / West Orange Polygon,TRIAL,5,5.0,2
2025-01,The Dime,Williamsburg Polygon,CHURN,4,5.0,0
2025-01,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,2,5.0,0
2025-01,The Dime,Williamsburg Polygon,TRIAL,1,,0
2025-01,The Eddy,Harrison Polygon,CHURN,2,,0
2025-01,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-01,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-01,The Enclave,Hoboken Polygon,CHURN,5,,0
2025-01,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-01,The Enclave,Hoboken Polygon,TRIAL,1,5.0,0
2025-01,The Ivy,Chatham / West Orange Polygon,CHURN,20,5.0,2
2025-01,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,7,5.0,2
2025-01,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,5.0,1
2025-01,The Ivy,Chatham / West Orange Polygon,TRIAL,2,4.0,0
2025-02,100 House,Hoboken Polygon,CHURN,8,,0
2025-02,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,7,5.0,1
2025-02,1 Boerum PL,Floating NY 2,CHURN,4,,0
2025-02,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,3,5.0,2
2025-02,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,8,,0
2025-02,1 Boerum PL,Floating NY 2,WARM_LEAD,2,,0
2025-02,300 Somerset,Harrison Polygon,CHURN,8,4.75,0
2025-02,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,8,5.0,2
2025-02,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2025-02,330 Angelo Cifelli,Harrison Polygon,CHURN,10,5.0,0
2025-02,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,9,5.0,1
2025-02,330 Angelo Cifelli,Harrison Polygon,TRIAL,2,5.0,0
2025-02,330W-56th,Hell's Kitchen Polygon,FREEMIUM,6,,0
2025-02,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-02,330W-56th,Hell's Kitchen Polygon,TRIAL,3,5.0,0
2025-02,Agnes,Floating Jersey,CHURN,3,5.0,1
2025-02,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,1,5.0,0
2025-02,Agnes,Floating Jersey,TRIAL,2,5.0,1
2025-02,Azrieli TLV,Unknown,CHURN,87,4.8,3
2025-02,Azrieli TLV,Unknown,TRIAL,6,,0
2025-02,Gindi 1,Unknown,CHURN,77,4.82,0
2025-02,Gindi 1,Unknown,COLD_LEAD,2,5.0,0
2025-02,Gindi 1,Unknown,TRIAL,3,5.0,0
2025-02,Gindi 2,Unknown,CHURN,20,5.0,0
2025-02,Gindi 3,Unknown,CHURN,103,4.93,2
2025-02,Gindi 3,Unknown,TRIAL,8,5.0,2
2025-02,Gindi 4,Unknown,CHURN,12,5.0,0
2025-02,HaHehad,Unknown,CHURN,16,4.33,2
2025-02,John Street 116,Financial District Polygon,CHURN,17,5.0,0
2025-02,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,4,,0
2025-02,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2025-02,John Street 116,Financial District Polygon,TRIAL,1,,0
2025-02,Nine 52,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-02,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,,0
2025-02,Nine 52,Hell's Kitchen Polygon,TRIAL,2,,0
2025-02,One Ten,Hoboken Polygon,CHURN,4,,0
2025-02,One Ten,Hoboken Polygon,FREEMIUM,1,5.0,0
2025-02,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-02,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,5,,0
2025-02,One Ten,Hoboken Polygon,TRIAL,1,3.0,1
2025-02,River Place,Hell's Kitchen Polygon,CHURN,19,5.0,0
2025-02,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,26,5.0,0
2025-02,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,15,5.0,1
2025-02,River Place,Hell's Kitchen Polygon,TRIAL,4,3.0,1
2025-02,River Place,Hell's Kitchen Polygon,WARM_LEAD,2,5.0,0
2025-02,Silver Towers,Hell's Kitchen Polygon,CHURN,44,5.0,1
2025-02,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2,,0
2025-02,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-02,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,59,4.66,7
2025-02,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,76,5.0,2
2025-02,Silver Towers,Hell's Kitchen Polygon,TRIAL,4,5.0,0
2025-02,Stonehill,Chatham / West Orange Polygon,CHURN,9,5.0,1
2025-02,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-02,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,5,5.0,1
2025-02,Stonehill,Chatham / West Orange Polygon,TRIAL,2,,0
